column id ,Utility ID,Utility Name,Plant Name,State,,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Operating Month,Operating Year,Operating_Date,Retirement Month,Retirement Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,Bifacial?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW)
4614,60496,"Adapture Renewables, Inc.",GreenparkSolar,OR,Oregon,Marion,GS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.3,11,2020,2020-11-01,N/A,N/A,,,,Y,,,,,,,,185.0,25.0,1.4,Y,,,,,,N, ,N, 
4615,60496,"Adapture Renewables, Inc.",SulusSolar25,OR,Oregon,Marion,SS25,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.2,10,2020,2020-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.6,Y,,,,,,N, ,N, 
4616,63633,Red Toad Powatan Phase 2 LLC,Powatan Road Solar,NC,North Carolina,Johnston,POWTN,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,2.8,Y,,,,,,N, ,N, 
4617,63680,"ACM Solar, LLC.",Apple Canyon Lake Solar,IL,Illinois,Jo Daviess,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,0.0,1.6,Y,,,,,,N, ,N, 
4618,63681,"Wappinger 9D Solar, LLC",Wappinger 9D Solar,NY,New York,Dutchess,4683,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,7,2019,2019-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.6,Y,,,,,,N, ,N, 
4619,63682,"Montague Road Solar, LLC",Montague Road Solar,MA,Massachusetts,Hampshire,3958,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.6,12,2019,2019-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,4.0,Y,,,,,,N, ,N, 
4620,63683,"Olney Solar II, LLC",Olney Solar II CSG,IL,Illinois,Richland,6778,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,6,2021,2021-06-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,2.7,Y,,,,,,N, ,Y,2.0
4621,63684,"Off Airport Road - West, LLC",Off Airport Road - West,NY,New York,Ulster,7141,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,12,2019,2019-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,5.6,Y,,,,,,N, ,N, 
4622,63685,"Fitchburg Renewables, LLC",Fitchburg Renewables,MA,Massachusetts,Worcester,4648,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,3,2020,2020-03-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,5.1,Y,,,,,,N, ,N, 
4623,63686,"6140 Route 209 - North, LLC",6140 Route 209 - North,NY,New York,Ulster,7140,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,10,2019,2019-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,5.6,Y,,,,,,N, ,N, 
4624,60496,"Adapture Renewables, Inc.",SulusSolar29,OR,Oregon,Clackamas,SS29,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.6,12,2020,2020-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,3.0,Y,,,,,,N, ,N, 
4625,63667,"California PV Energy 3, LLC",San Diego - NCRC at Vista,CA,California,San Diego,NCRC,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.8,3,2021,2021-03-01,N/A,N/A,,,,Y,,,,,,,,178.0,7.0,2.0,Y,,,,,,Y,2.0,N, 
4626,60146,Ameresco Federal Solutions,Fort Bragg - Camp Mackall PV BESS System,NC,North Carolina,Richmond,CMAPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,2,2023,2023-02-01,N/A,N/A,,,,Y,,,,,,,,180.0,12.0,1.1,Y,,,,,,N, ,N, 
4627,63689,"Wonderful Renewable Energy, LLC.",Wonderful Orchards - New Columbia,CA,California,Madera,WOC,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,5.0,9,2020,2020-09-01,N/A,N/A,,Y,,,,N,,,,,,35.0, ,5.7,Y,,,,,,Y,5.0,N, 
4628,62915,Madison Energy Holdings LLC,T Luhman CSG,MN,Minnesota,Goodhue,TLU01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,8,2021,2021-08-01,N/A,N/A,,,,Y,,,,,,,,180.0,0.0,1.4,Y,,,,,,N, ,N, 
4629,63691,"2662 Freeport Solar 1, LLC",2662 Freeport Solar 1 CSG,IL,Illinois,Stephenson,FREE,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,52.0,2.5,Y,,,,,,N, ,Y,2.5
4630,63692,"Whiteside Solar 1, LLC",Whiteside Solar 1 CSG,IL,Illinois,Whiteside,WSIDE,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,52.0,2.9,Y,,,,,,N, ,Y,2.9
4631,11806,Massachusetts Mun Wholes Electric Co,SELCO Community Solar,MA,Massachusetts,Worcester,SELCO,OP,Solar Photovoltaic,PV,Electric Utility,1,3.0,6,2018,2018-06-01,N/A,N/A,,,,Y,,,,,,,,180.0,15.0,3.9,Y,,,,,,N, ,N, 
4632,63694,"Hecate Energy West Newberry, LLC","Hecate Energy West Newberry, LLC",SC,South Carolina,Newberry,HEWNB,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.3,8,2021,2021-08-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,4.1,Y,,,,,,N, ,N, 
4633,63696,BD Solar Palmyra LLC,Palmyra PV - BD Solar Palmyra LLC,ME,Maine,Somerset,PALPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,6,2022,2022-06-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,7.0,Y,,,,,,N, ,N, 
4634,63698,BD Solar Hancock LLC,BD Solar Hancock LLC,ME,Maine,Hancock,HANPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,7.0,6,2022,2022-06-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,10.1,Y,,,,,,N, ,N, 
4635,63699,BD Solar 2 LLC,Winslow PV - BD Solar 2 LLC,ME,Maine,Kennebec,WINPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,7.0,7,2022,2022-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,10.6,Y,,,,,,N, ,N, 
4636,63700,BD Solar Hancock North LLC,BD Solar Ellsworth LLC,ME,Maine,Hancock,ELLPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,7.0,6,2022,2022-06-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,10.1,Y,,,,,,N, ,N, 
4637,63704,Camp Riley Solar Facility,Camp Ripley Solar,MN,Minnesota,Morrison,CR1,OP,Solar Photovoltaic,PV,Electric Utility,1,10.9,11,2016,2016-11-01,N/A,N/A,,,,Y,,,,,,,,180.0,35.0,13.1,,Y,,,,,N, ,N, 
4638,64569,West Texas Solar Project II LLC,Taygete II Energy Project,TX,Texas,Pecos,TAYG2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,203.8,7,2023,2023-07-01,N/A,N/A,,Y,,,,,,,,,N, , ,258.4,,,,,Y,,N, ,N, 
4639,63714,"Route 66 Energy Center, LLC","Route 66 Energy Center, LLC",NM,New Mexico,Cibola,RTE66,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,49.5,5,2022,2022-05-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,74.8,Y,,,,,,N, ,N, 
4640,63712,Pittsfiled Solar LLC,Pittsfield Solar LLC,ME,Maine,Somerset,PSLLC,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,9.9,12,2017,2017-12-01,N/A,N/A,,,,Y,,,,,,,,170.0,35.0,13.9,Y,,,,,,N, ,N, 
4641,60496,"Adapture Renewables, Inc.",CatanSolar,TX,Texas,Karnes,CS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,13.5,,Y,,,,,N, ,N, 
4642,11479,Madison Gas & Electric Co,Dane County Airport Solar,WI,Wisconsin,Dane,1,OP,Solar Photovoltaic,PV,Electric Utility,1,10.8,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,0.0,11.4,Y,,,,,,N, ,N, 
4643,63718,"Sunflower County Solar Project, LLC",Sunflower County,MS,Mississippi,Sunflower,SUNFL,OP,Solar Photovoltaic,PV,Electric Utility,1,100.0,9,2022,2022-09-01,N/A,N/A,,Y,,,,,,,,,,0.0, ,110.1,Y,,,,,,N, ,N, 
4644,63707,OYA Blanchard Road LLC,Blanchard Road 1 Community Solar,NY,New York,Jefferson,BR1CS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,12,2019,2019-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,7.6,Y,,,,,,N, ,Y,7.6
4645,63693,Captona N.P. LLC,North Providence,RI,Rhode Island,Providence,CPRI2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,10,2018,2018-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.7,Y,,,,,,N, ,Y,2.6
4646,5248,Dominion Energy Inc.,Norge Solar Farm,VA,Virginia,James City,NORG,OP,Solar Photovoltaic,PV,Electric Utility,1,20.0,11,2023,2023-11-01,N/A,N/A,,,,,,,,,,,, , , ,,,,,,,N, ,N, 
4647,63708,OYA Blanchard Road 2 LLC,Blanchard Road 2 Community Solar,NY,New York,Jefferson,BR2CS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,12,2019,2019-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,7.6,Y,,,,,,N, ,Y,7.6
4648,63709,OYA NYS Rte 12 LLC,NYS Rte 12 Community Solar,NY,New York,Jefferson,NYR12,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,12,2019,2019-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,7.6,Y,,,,,,Y,7.6,N, 
4649,63710,OYA 2643 Moore Road LLC,Moore Road Community Solar,NY,New York,Niagara,MROCS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,12,2019,2019-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,7.1,Y,,,,,,N, ,Y,7.1
4650,63711,OYA Great Lakes Seaway LLC,Great Lakes Seaway Community Solar,NY,New York,Jefferson,GLSCS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,12,2019,2019-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,7.6,Y,,,,,,N, ,Y,7.6
4651,5248,Dominion Energy Inc.,Montross Solar,VA,Virginia,Westmoreland,MOSO,OP,Solar Photovoltaic,PV,Electric Utility,1,20.0,12,2018,2018-12-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,28.0,Y,,,,,,Y,28.0,N, 
4652,60025,Greenbacker Renewable Energy Corporation,Samuel Mickle School,NJ,New Jersey,Gloucester,248,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,12,2017,2017-12-01,N/A,N/A,,,,Y,,,,,,,,143.0,10.0,1.4,Y,,,,,,N, ,Y,1.4
4653,60025,Greenbacker Renewable Energy Corporation,Electric City Solar,MI,Michigan,St Joseph,232,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,15.0,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,,90.0,60.0,18.9,Y,,,,,,N, ,N, 
4654,57313,Tesla Inc.,Tesla Reno GigaFactory,NV,Nevada,Storey,1,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,0.4,7,2019,2019-07-01,N/A,N/A,,,,Y,,,,,,,,90.0,8.0,0.5,Y,,,,,,N, ,N, 
4655,57313,Tesla Inc.,Tesla Reno GigaFactory,NV,Nevada,Storey,2,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,0.5,6,2019,2019-06-01,N/A,N/A,,,,Y,,,,,,,,90.0,8.0,0.6,Y,,,,,,N, ,N, 
4656,57313,Tesla Inc.,Tesla Reno GigaFactory,NV,Nevada,Storey,5,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,0.9,11,2021,2021-11-01,N/A,N/A,,,,Y,,N,,,,,,180.0,25.0,1.0,Y,,,,,,N, ,N, 
4657,57313,Tesla Inc.,Tesla Reno GigaFactory,NV,Nevada,Storey,RA,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,1.1,3,2022,2022-03-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,1.3,Y,,,,,,N, ,N, 
4658,57313,Tesla Inc.,Tesla Reno GigaFactory,NV,Nevada,Storey,RB,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,1.8,4,2022,2022-04-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.2,Y,,,,,,N, ,N, 
4659,57313,Tesla Inc.,Tesla Reno GigaFactory,NV,Nevada,Storey,RC,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,2.0,7,2022,2022-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.4,Y,,,,,,N, ,N, 
4660,63728,Tweite Community Solar LLC,Tweite Community Solar LLC,MN,Minnesota,Olmsted,TWEIT,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,11,2020,2020-11-01,N/A,N/A,,Y,,,,,,,,,,0.0,-55.0,1.5,Y,,,,,,N, ,N, 
4661,63729,"Morgan Solar 4, LLC","Morgan Solar 4, LLC CSG",IL,Illinois,Morgan,MORG,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,52.0,2.9,Y,,,,,,N, ,Y,2.9
4662,60025,Greenbacker Renewable Energy Corporation,"Mid-River PA, LLC (ABE4)",PA,Pennsylvania,Northampton,259,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,9,2020,2020-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,15.0,3.8,Y,,,,,,Y,3.8,N, 
4663,63730,"DG New York Solar, LLC",GE 19th Hole,NY,New York,Fulton,GE19H,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,7.7,1,2018,2018-01-01,N/A,N/A,,Y,,,,,,,,,,180.0,25.0,10.4,Y,,,,,,N, ,Y,10.4
4664,63731,Desert Harvest II LLC,Desert Harvest II LLC,CA,California,Riverside,DH002,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,70.0,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,99.6,,Y,,,,,N, ,N, 
4665,63732,"Maverick Solar 4, LLC","Maverick Solar 4, LLC",CA,California,Riverside,MAV02,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,100.0,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,135.9,Y,,,,,,N, ,N, 
4666,63733,"Maverick Solar 6, LLC","Maverick Solar 6, LLC",CA,California,Riverside,MAV03,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,100.0,11,2021,2021-11-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,131.0,Y,,,,,,N, ,N, 
4667,63734,"Maverick Solar 7, LLC","Maverick Solar 7, LLC",CA,California,Riverside,MAV05,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,132.0,12,2021,2021-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,179.0,Y,,,,,,N, ,N, 
4668,63735,Captona Canton LLC,Canton,MA,Massachusetts,Norfolk,CPMA1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,8,2012,2012-08-01,N/A,N/A,,,,Y,,,,,,,,0.0,5.0,5.8,Y,,,,,,N, ,Y,5.8
4669,63737,Captona Lippitt Ave Cranston LLC,Gold Meadow Farms,RI,Rhode Island,Kent,CPRI7,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.2,5,2019,2019-05-01,N/A,N/A,,,,Y,,,,,,,N,0.0,25.0,21.3,Y,,,,,,N, ,Y,21.3
4670,63738,Captona Ravenbrook LLC,Ravenbrook,MA,Massachusetts,Plymouth,CPMA2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,12,2013,2013-12-01,N/A,N/A,,,,Y,,,,,,,,0.0,5.0,6.0,Y,,,,,,N, ,Y,6.0
4671,63739,Captona Hudson LLC,Hudson,MA,Massachusetts,Middlesex,CPMA6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5,2017,2017-05-01,N/A,N/A,,,,Y,,,,,,,,0.0,5.0,5.8,Y,,,,,,N, ,Y,5.8
4672,63740,Captona A Street 2 Johnston LLC,A Street 2,RI,Rhode Island,Providence,CPRI5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.6,12,2018,2018-12-01,N/A,N/A,,,,Y,,,,,,,,0.0,20.0,2.2,Y,,,,,,N, ,Y,2.2
4673,63741,Captona Berkley LLC,Berkley,MA,Massachusetts,Bristol,CPMA3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,4,2017,2017-04-01,N/A,N/A,,,,Y,,,,,,,,0.0,15.0,3.6,Y,,,,,,N, ,Y,3.6
4674,63742,Captona Kilvert Street Warwick LLC,Kilvert,RI,Rhode Island,Kent,CPRI1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.7,12,2018,2018-12-01,N/A,N/A,,,,Y,,,,,,,,0.0,20.0,6.3,Y,,,,,,N, ,Y,6.3
4675,63743,Captona A Street 1 Johnston LLC,A Street 1,RI,Rhode Island,Providence,CPRI4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,12,2018,2018-12-01,N/A,N/A,,,,Y,,,,,,,,0.0,20.0,1.6,Y,,,,,,N, ,Y,1.6
4676,63744,Captona Carver LLC,Carver,MA,Massachusetts,Plymouth,CPMA4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,5,2017,2017-05-01,N/A,N/A,,,,Y,,,,,,,,0.0,5.0,1.8,Y,,,,,,N, ,Y,1.7
4677,63745,Captona Plainfield Pike Johnston LLC,Plainfield Pike,RI,Rhode Island,Providence,CPRI6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,6,2019,2019-06-01,N/A,N/A,,,,Y,,,,,,,,0.0,25.0,2.7,Y,,,,,,N, ,Y,2.7
4678,63746,"Meadowlark Solar, LLC",Meadowlark Solar,NC,North Carolina,Harnett,MLS01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,9,2018,2018-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,6.9,Y,,,,,,N, ,N, 
4679,63747,"Nash 97 Solar 2, LLC",Nash 97 Solar 2,NC,North Carolina,Nash,N97S2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,10,2018,2018-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,7.0,Y,,,,,,N, ,N, 
4680,63748,"Nickelson Solar 2, LLC",Nickelson Solar 2,NC,North Carolina,Duplin,NS2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,9,2018,2018-09-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,6.9,Y,,,,,,N, ,N, 
4681,63736,Captona Chicopee LLC,Chicopee,MA,Massachusetts,Hampden,CPMA5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,4,2017,2017-04-01,N/A,N/A,,Y,,,,,,,,,,0.0,5.0,2.5,Y,,,,,,N, ,Y,2.5
4682,63749,"Siler City Solar 2, LLC",Siler City Solar 2,NC,North Carolina,Chatham,SCS2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.9,10,2018,2018-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,20.0,6.9,Y,,,,,,N, ,N, 
4683,63753,"Marlow Solar, LLC","Marlow Solar, LLC CSG",IL,Illinois,Jefferson,MARL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,N,180.0,52.0,2.9,Y,,,,,,N, ,Y,2.9
4684,63758,"IGS Stockton DG, LLC",IGS Stockton DG CSG,IL,Illinois,Jo Daviess,BREW,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,11,2020,2020-11-01,N/A,N/A,,N,,Y,,,,,,,,184.0,25.0,2.7,Y,,,,,,N, ,Y,2.7
4685,63758,"IGS Stockton DG, LLC",IGS Stockton DG CSG,IL,Illinois,Jo Daviess,BREW2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,12,2020,2020-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.7,Y,,,,,,N, ,Y,2.7
4686,63244,"KSI II Consolidated, LLC",Podunque Road CSG,NY,New York,Allegany,TWNSD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,4,2021,2021-04-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,6.8,Y,,,,,,N, ,Y,5.0
4687,63244,"KSI II Consolidated, LLC",County Road 16,NY,New York,Schuyler,ORNGE,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,12,2020,2020-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.9,Y,,,,,,N, ,Y,2.9
4688,63244,"KSI II Consolidated, LLC",Townsend Road(CSG),NY,New York,Schuyler,PODNQ,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.7,11,2021,2021-11-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,5.1,Y,,,,,,N, ,Y,3.7
4689,64059,Ware Palmer Road Solar LLC,Ware Palmer Road Solar LLC CSG,MA,Massachusetts,Hampshire,WPRS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,6,2021,2021-06-01,N/A,N/A,,N,,Y,,,,,,,,180.0,25.0,4.3,Y,,,,,,N, ,Y,3.0
4690,64058,East Brookfield Adams Road Solar LLC,East Brookfield Adams Road Solar LLC CSG,MA,Massachusetts,Worcester,EBARS,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,6,2021,2021-06-01,N/A,N/A,,N,,Y,,,,,,,,180.0,25.0,7.0,Y,,,,,,N, ,Y,5.0
4691,5248,Dominion Energy Inc.,Grassfield Solar,VA,Virginia,Chesapeake City,GFSO,OP,Solar Photovoltaic,PV,Electric Utility,1,20.0,10,2022,2022-10-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,26.5,Y,,,,,,N, ,N, 
4692,5248,Dominion Energy Inc.,Sycamore Solar,VA,Virginia,Pittsylvania,SYSO,OP,Solar Photovoltaic,PV,Electric Utility,1,42.0,3,2023,2023-03-01,N/A,N/A,,,,,,,,,,,, , , ,Y,,,,,,N, ,N, 
4693,61944,MN8 Energy LLC,Kenmare - Mansfield Branch Street,MA,Massachusetts,Bristol,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,6,2017,2017-06-01,N/A,N/A,,,,Y,,,,,,,,0.0,20.0,2.1,Y,,,,,,N, ,N, 
4694,61012,AES Distributed Energy,"BWC Stony Brook, LLC Hybrid",MA,Massachusetts,Middlesex,BSBPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.6,7,2021,2021-07-01,N/A,N/A,,,,Y,,,,,,,,0.0,20.0,1.7,Y,,,,,,N, ,Y,1.7
4695,64775,"Harts Mills Solar, LLC","Harts Mill Solar, LLC",NC,North Carolina,Edgecombe,HMS01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,80.0,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,,1.0,60.0,112.0,Y,,,,,,Y,80.0,N, 
4696,6455,"Duke Energy Florida, LLC",Bay Trail Solar Power Plant,FL,Florida,Citrus,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,74.9,11,2022,2022-11-01,N/A,N/A,,Y,,,,,,,,,, , ,94.9,Y,,,,,,N, ,N, 
4697,6455,"Duke Energy Florida, LLC",Sandy Creek Solar Power Plant,FL,Florida,Bay,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,74.9,5,2022,2022-05-01,N/A,N/A,,Y,,,,,,,,,, , ,98.8,Y,,,,,,N, ,N, 
4698,61012,AES Distributed Energy,ZPD-PT Solar Project 2017-038 Hybrid LLC,MA,Massachusetts,Worcester,DRAPV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,4,2021,2021-04-01,N/A,N/A,,,,Y,,,,,,,,18.0,27.0,7.3,Y,,,,,,N, ,N, 
4699,63772,"Fish Springs Ranch Solar, LLC",Fish Springs,NV,Nevada,Washoe,FISH,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,100.0,3,2022,2022-03-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,130.0,Y,,,,,,N, ,N, 
4700,63769,"Lancaster Solar GA, LLC",Lancaster Solar GA,GA,Georgia,Randolph,LANCR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,80.0,12,2021,2021-12-01,N/A,N/A,,Y,,,,,,,,,,0.0, ,114.0,,Y,,,,,N, ,N, 
4701,63770,"SR Perry, LLC",SR Perry,GA,Georgia,Houston,PERRY,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,68.0,12,2021,2021-12-01,N/A,N/A,,Y,,,,,,,,,,0.0, ,98.0,,Y,,,,,N, ,N, 
4702,63771,"SR Rattlesnake, LLC",SR Rattlesnake,CO,Colorado,Weld,SNAKE,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,6.0,12,2020,2020-12-01,N/A,N/A,,Y,,,,,,,,,,0.0, ,8.9,,Y,,,,,N, ,N, 
4703,63359,"REA Investments, LLC",Novel Novak Solar LLC CSG,MN,Minnesota,Benton,NOVAK,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,8,2021,2021-08-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,1.4,Y,,,,,,N, ,Y,1.4
4704,63359,"REA Investments, LLC",Novel Shelly Solar LLC (CSG),MN,Minnesota,Lyon,SHLLY,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,9,2022,2022-09-01,N/A,N/A,,Y,,,,,,,,,,180.0,60.0,1.4,Y,,,,,,N, ,Y,1.4
4705,63776,"JSD Flatwood PV-1, LLC",Bryant Road Solar,SC,South Carolina,Spartanburg,2001,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2,2023,2023-02-01,N/A,N/A,,,,,Y,,,,,,N, , , ,,,,,,,N, ,N, 
4706,63777,"Mechanicsville Solar, LLC",Mechanicsville Solar,VA,Virginia,Hanover,MECH,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,25.0,9,2020,2020-09-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,35.0,Y,,,,,,N, ,N, 
4707,63779,"Morgan Solar 2, LLC","Morgan Solar 2, LLC CSG",IL,Illinois,Morgan,MRG2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,11,2020,2020-11-01,N/A,N/A,,Y,,,,,,,,,,180.0,52.0,2.9,Y,,,,,,N, ,Y,2.9
