column id ,Utility ID,Utility Name,Plant Name,State,,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Operating Month,Operating Year,Operating_Date,Retirement Month,Retirement Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,Bifacial?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW)
1,16572,Salt River Project,Agua Fria,AZ,Arizona,Maricopa,PV-3,OP,Solar Photovoltaic,PV,Electric Utility,1,0.2,6,2001,2001-06-01,N/A,N/A,,Y,,,,,,,,,,180.0,33.4,0.1,Y,,,,,,N, ,N, 
2,18454,Tampa Electric Co,Big Bend,FL,Florida,Hillsborough,1,OP,Solar Photovoltaic,PV,Electric Utility,1,19.8,2,2017,2017-02-01,N/A,N/A,,Y,,,,,N,,,,,180.0, ,23.0,,Y,,,,,N, ,N, 
3,7095,City of Geneseo - (IL),Geneseo,IL,Illinois,Henry,12,OP,Solar Photovoltaic,PV,Electric Utility,1,1.2,8,2015,2015-08-01,N/A,N/A,,N,,Y,,,,,,,,180.0,30.0,1.2,Y,,,,,,N, ,N, 
4,16179,Rochelle Municipal Utilities,North Ninth Street,IL,Illinois,Ogle,SOL1,OP,Solar Photovoltaic,PV,Electric Utility,1,0.3,11,2014,2014-11-01,N/A,N/A,,N,,Y,,,,,,,,180.0,25.0,0.3,Y,,,,,,Y,0.3,N, 
5,6235,Fayetteville Public Works Commission,Butler-Warner Generation Plant,NC,North Carolina,Cumberland,10,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,6,2019,2019-06-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,1.3,Y,,,,,,N, ,N, 
6,14201,City of Osage - (IA),Osage (IA),IA,Iowa,Mitchell,SO,OP,Solar Photovoltaic,PV,Electric Utility,1,0.8,11,2016,2016-11-01,N/A,N/A,,,,Y,,,,,,,,35.0,35.0,0.9,Y,,,,,,N, ,N, 
7,10171,Kentucky Utilities Co,E W Brown,KY,Kentucky,Mercer,SOLAR,OP,Solar Photovoltaic,PV,Electric Utility,1,13.0,5,2016,2016-05-01,N/A,N/A,,,,Y,,,,,,,,180.0,16.0,14.1,Y,,,,,,N, ,N, 
8,6779,City of Fremont - (NE),Lon Wright,NE,Nebraska,Dodge,SLR1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.3,3,2018,2018-03-01,N/A,N/A,,Y,,N,,,,,,,,180.0, ,1.5,Y,,,,,,N, ,N, 
9,6779,City of Fremont - (NE),Lon Wright,NE,Nebraska,Dodge,SLR2,OP,Solar Photovoltaic,PV,Electric Utility,1,1.0,9,2018,2018-09-01,N/A,N/A,,Y,,N,,,,,,,,180.0, ,1.2,Y,,,,,,N, ,N, 
10,61919,Kimura Power LLC,Yankee Street,OH,Ohio,Montgomery,YS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,3,2010,2010-03-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.5,Y,,Y,,,,N, ,N, 
11,14063,Oklahoma Gas & Electric Co,Mustang,OK,Oklahoma,Canadian,SLR1,OP,Solar Photovoltaic,PV,Electric Utility,1,2.5,8,2015,2015-08-01,N/A,N/A,,Y,,Y,,,,,,,,180.0,25.0,3.0,Y,,,,,,N, ,N, 
12,12698,Evergy Missouri West,Greenwood (MO),MO,Missouri,Jackson,5,OP,Solar Photovoltaic,PV,Electric Utility,1,3.0,6,2016,2016-06-01,N/A,N/A,,,,Y,,,,,,,,185.0,15.0,3.6,Y,,,,,,N, ,N, 
13,11806,Massachusetts Mun Wholes Electric Co,Stony Brook,MA,Massachusetts,Hampden,5051S,OP,Solar Photovoltaic,PV,Electric Utility,1,6.9,6,2018,2018-06-01,N/A,N/A,,,,Y,,,,,,,,166.0,20.0,10.4,,Y,,,,,N, ,N, 
14,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2020,2020-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,45.0,0.2,Y,,,,,,N, ,N, 
15,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV10,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2023,2023-07-01,N/A,N/A,,,,Y,,,,,,,,135.0,35.0,0.2,Y,,,,,,N, ,N, 
16,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV11,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2023,2023-07-01,N/A,N/A,,,,Y,,,,,,,,135.0,35.0,0.2,Y,,,,,,N, ,N, 
17,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV12,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2023,2023-07-01,N/A,N/A,,,,Y,,,,,,,,135.0,35.0,0.2,Y,,,,,,N, ,N, 
18,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV13,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2023,2023-07-01,N/A,N/A,,,,Y,,,,,,,,135.0,35.0,0.2,Y,,,,,,N, ,N, 
19,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV14,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2023,2023-07-01,N/A,N/A,,,,Y,,,,,,,,135.0,35.0,0.2,Y,,,,,,N, ,N, 
20,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV15,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2023,2023-07-01,N/A,N/A,,,,Y,,,,,,,,135.0,35.0,0.2,Y,,,,,,N, ,N, 
21,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV16,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2023,2023-07-01,N/A,N/A,,,,Y,,,,,,,,135.0,35.0,0.2,Y,,,,,,N, ,N, 
22,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV17,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2023,2023-07-01,N/A,N/A,,,,Y,,,,,,,,135.0,35.0,0.2,Y,,,,,,N, ,N, 
23,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV2,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2020,2020-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,45.0,0.2,Y,,,,,,N, ,N, 
24,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV3,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2020,2020-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,45.0,0.2,Y,,,,,,N, ,N, 
25,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV4,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2020,2020-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,45.0,0.2,Y,,,,,,N, ,N, 
26,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV5,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2020,2020-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,45.0,0.2,Y,,,,,,N, ,N, 
27,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV6,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2020,2020-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,45.0,0.2,Y,,,Y,,,N, ,N, 
28,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV7,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2020,2020-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,45.0,0.2,Y,,,,,,N, ,N, 
29,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV8,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2020,2020-07-01,N/A,N/A,,,,Y,,,,,,,,180.0,45.0,0.2,Y,,,,,,N, ,N, 
30,10451,Kotzebue Electric Assn Inc,Kotzebue Hybrid,AK,Alaska,NORTHWEST ARCTIC,PV9,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,7,2023,2023-07-01,N/A,N/A,,,,Y,,,,,,,,135.0,35.0,0.2,Y,,,,,,N, ,N, 
31,40230,Deseret Generation & Tran Coop,Bonanza,UT,Utah,Uintah,4,OP,Solar Photovoltaic,PV,Electric Utility,1,12.5,5,2023,2023-05-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,15.0,Y,,,,,,N, ,N, 
32,24211,Tucson Electric Power Co,Springerville,AZ,Arizona,Apache,SGSS,OP,Solar Photovoltaic,PV,Electric Utility,1,3.7,5,2001,2001-05-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,4.6,Y,N,,,,,N, ,N, 
33,24211,Tucson Electric Power Co,Springerville,AZ,Arizona,Apache,SGSS1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.4,12,2010,2010-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,1.8,Y,,,,,,N, ,N, 
34,24211,Tucson Electric Power Co,Springerville,AZ,Arizona,Apache,WMS,OP,Solar Photovoltaic,PV,Electric Utility,1,8.3,12,2014,2014-12-01,N/A,N/A,N,Y,,N,,,,,,,,180.0,25.0,10.0,Y,,,,,,N, ,N, 
35,7049,General Electric Aircraft Engines,General Electric Aircraft Engines,MA,Massachusetts,Essex,PV,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,1.5,5,2017,2017-05-01,N/A,N/A,,,,Y,,,,,,,,180.0,25.0,2.0,Y,,,,,,N, ,N, 
36,12311,Merck & Co Inc,Merck Rahway Power Plant,NJ,New Jersey,Union,SOLAR,OP,Solar Photovoltaic,PV,Industrial CHP,7,0.5,12,2005,2005-12-01,N/A,N/A,,,,Y,,,,,,,,229.0,5.0,0.5,Y,,,,,,N, ,N, 
37,49846,Covanta Honolulu Resource Recovery,H Power,HI,Hawaii,Honolulu,PV1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,2.9,6,2020,2020-06-01,N/A,N/A,,,Y,N,,Y,,,,,, , ,3.6,,,,Y,,,N, ,N, 
38,60246,"Sunray Energy 2, LLC",Sunray 2,CA,California,San Bernardino,SUN2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,6,2017,2017-06-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,26.9,Y,,,,,,N, ,N, 
39,60247,Sunray Energy 3 LLC,Sunray 3,CA,California,San Bernardino,SUN3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,13.8,6,2017,2017-06-01,N/A,N/A,,Y,,,,,,,,,,180.0, ,17.2,Y,,,,,,N, ,N, 
40,61950,Terra-Gen Operating Co-Solar,"Lockhart Solar PV, LLC",CA,California,San Bernardino,LOC1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,100.4,7,2023,2023-07-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,108.7,,Y,,,,,N, ,N, 
41,61950,Terra-Gen Operating Co-Solar,SEGS IX,CA,California,San Bernardino,GEN1,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,92.0,9,1990,1990-09-01,N/A,N/A,Y,Y,,,,,Y,,,,, , , ,,,,,,,X, ,X, 
42,11427,Massachusetts Wtr Rauth-Deer I,Deer Island Treatment Plant,MA,Massachusetts,Suffolk,PV101,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.1,5,2008,2008-05-01,N/A,N/A,,N,,Y,,,,,,,,180.0,15.0,0.7,Y,,,,,,N, ,N, 
43,16625,San Diego State University,San Diego State University,CA,California,San Diego,GEN5,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.1,9,2009,2009-09-01,N/A,N/A,,,,Y,,,,,,,,185.0,35.0,0.1,Y,,,,,,Y,0.1,N, 
44,16625,San Diego State University,San Diego State University,CA,California,San Diego,GEN6,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.3,10,2011,2011-10-01,N/A,N/A,,,,Y,,,,,,,,265.0,5.0,0.4,Y,,,,,,Y,0.4,N, 
45,16625,San Diego State University,San Diego State University,CA,California,San Diego,GEN7,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.3,4,2012,2012-04-01,N/A,N/A,,,,Y,,,,,,,,180.0,15.0,0.3,Y,,,,,,Y,0.3,N, 
46,16625,San Diego State University,San Diego State University,CA,California,San Diego,GEN8,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.1,3,2014,2014-03-01,N/A,N/A,,,,Y,,,,,,,N,180.0,10.0,0.1,Y,,,,,,Y,0.1,N, 
47,22142,University of California Santa Cruz,University of California Santa Cruz,CA,California,Santa Cruz,004,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.2,9,2013,2013-09-01,N/A,N/A,,,,Y,,,,,,,,200.0,5.0,0.3,Y,,,,,,Y,0.3,N, 
48,22142,University of California Santa Cruz,University of California Santa Cruz,CA,California,Santa Cruz,246,OP,Solar Photovoltaic,PV,Commercial CHP,5,1.8,7,2021,2021-07-01,N/A,N/A,,N,,Y,,,,,,,,200.0,7.0,2.2,Y,,,,,,Y,2.2,N, 
49,34691,Ormat Nevada Inc,Steamboat Hills LP,NV,Nevada,Washoe,SBSOL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,7,2022,2022-07-01,N/A,N/A,,Y,,,,,,,,,,0.0,62.3,2.6,Y,,,,,N,N, ,N, 
50,50131,Enel Stillwater LLC,Stillwater Facility,NV,Nevada,Churchill,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,22.0,4,2012,2012-04-01,N/A,N/A,,,,Y,,,,,,,,180.0,16.2,26.2,Y,,,,,,N, ,N, 
51,13943,Ocean County Utilities Auth,Bayville Central Facility,NJ,New Jersey,Ocean,CPV1,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.2,5,2007,2007-05-01,N/A,N/A,,,,Y,,,,,,,,90.0,10.0,1.4,Y,,,,,,N, ,N, 
52,18031,Steamboat Development Corp,Steamboat II,NV,Nevada,Washoe,SB2SL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.5,11,2023,2023-11-01,N/A,N/A,,Y,,,,,,,,,,0.0,35.0,8.3,Y,,,,,,N, ,N, 
53,18031,Steamboat Development Corp,Steamboat III,NV,Nevada,Washoe,SB3SL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.5,11,2023,2023-11-01,N/A,N/A,,Y,,,,,,,,,,0.0,35.0,8.3,Y,,,,,,N, ,N, 
54,34691,Ormat Nevada Inc,Brady,NV,Nevada,Churchill,BRSOL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,8.0,5,2023,2023-05-01,N/A,N/A,,Y,,,,,,,,,,0.0,35.0,12.0,Y,,,,,,N, ,N, 
55,803,Arizona Public Service Co,Prescott Airport,AZ,Arizona,Yavapai,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,3.0,10,2002,2002-10-01,N/A,N/A,,Y,,,,,,,,,,30.0,30.0,3.4,Y,,,,,,N, ,N, 
56,15500,Puget Sound Energy Inc,Wild Horse,WA,Washington,Kittitas,WHS1,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,10,2007,2007-10-01,N/A,N/A,,,,Y,,,,,,,,180.0,37.0,0.5,Y,,,,,,N, ,N, 
57,55744,Acciona Solar Power,Nevada Solar One,NV,Nevada,Clark,ONE,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,75.7,6,2007,2007-06-01,N/A,N/A,,Y,,,,,Y,,,,, , , ,,,,,,,X, ,X, 
58,54902,SunE Alamosa1 LLC,SunE Alamosa,CO,Colorado,Alamosa,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,12,2007,2007-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,20.0,1.0,Y,,,,,,Y,1.0,N, 
59,54902,SunE Alamosa1 LLC,SunE Alamosa,CO,Colorado,Alamosa,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,7.2,12,2007,2007-12-01,N/A,N/A,,Y,,,,,,,,,,180.0,20.0,8.2,Y,,,,,,Y,7.2,N, 
60,55710,Nevada Gold Mines,Western 102 Power Plant,NV,Nevada,Storey,PV1,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,1.0,12,2007,2007-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,21.0,1.3,Y,,,,,,N, ,N, 
61,34691,Ormat Nevada Inc,Galena 2 Geothermal Power Plant,NV,Nevada,Washoe,GLSOL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,7,2022,2022-07-01,N/A,N/A,,Y,,,,,,,,,,0.0,62.3,3.9,Y,,,,,N,N, ,N, 
62,56203,Solar Star NAFB LLC,Nellis Air Force Base Solar Array,NV,Nevada,Clark,NS1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,4.6,10,2007,2007-10-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,4.9,Y,,,,,,N, ,N, 
63,56203,Solar Star NAFB LLC,Nellis Air Force Base Solar Array,NV,Nevada,Clark,NS2,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,4.9,11,2007,2007-11-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,5.2,Y,,,,,,N, ,N, 
64,56203,Solar Star NAFB LLC,Nellis Air Force Base Solar Array,NV,Nevada,Clark,NS3,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,3.7,12,2007,2007-12-01,N/A,N/A,,Y,,,,,,,,,,0.0,0.0,3.9,Y,,,,,,N, ,N, 
65,55910,Lanai Sustainability Research LLC,Lanai Solar-Electric Plant,HI,Hawaii,Maui,0001,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2008,2008-12-01,N/A,N/A,,Y,,,,N,,,,,N,90.0,30.0,0.1,Y,,,,,,N, ,N, 
66,55910,Lanai Sustainability Research LLC,Lanai Solar-Electric Plant,HI,Hawaii,Maui,0002,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2008,2008-12-01,N/A,N/A,,Y,,,,N,,,,,N,90.0,30.0,0.1,Y,,,,,,N, ,N, 
67,55910,Lanai Sustainability Research LLC,Lanai Solar-Electric Plant,HI,Hawaii,Maui,0003,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2008,2008-12-01,N/A,N/A,,Y,,,,N,,,,,N,90.0,30.0,0.1,Y,,,,,,N, ,N, 
68,55910,Lanai Sustainability Research LLC,Lanai Solar-Electric Plant,HI,Hawaii,Maui,0004,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2008,2008-12-01,N/A,N/A,,Y,,,,N,,,,,N,90.0,30.0,0.1,Y,,,,,,N, ,N, 
69,55910,Lanai Sustainability Research LLC,Lanai Solar-Electric Plant,HI,Hawaii,Maui,0005,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2008,2008-12-01,N/A,N/A,,Y,,,,N,,,,,N,90.0,30.0,0.1,Y,,,,,,N, ,N, 
70,55910,Lanai Sustainability Research LLC,Lanai Solar-Electric Plant,HI,Hawaii,Maui,0006,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2008,2008-12-01,N/A,N/A,,Y,,,,N,,,,,N,90.0,30.0,0.1,Y,,,,,,N, ,N, 
71,55910,Lanai Sustainability Research LLC,Lanai Solar-Electric Plant,HI,Hawaii,Maui,0007,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2008,2008-12-01,N/A,N/A,,Y,,,,N,,,,,N,90.0,30.0,0.1,Y,,,,,,N, ,N, 
72,55910,Lanai Sustainability Research LLC,Lanai Solar-Electric Plant,HI,Hawaii,Maui,0008,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2008,2008-12-01,N/A,N/A,,Y,,,,N,,,,,N,90.0,30.0,0.1,Y,,,,,,N, ,N, 
73,55910,Lanai Sustainability Research LLC,Lanai Solar-Electric Plant,HI,Hawaii,Maui,0009,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2008,2008-12-01,N/A,N/A,,Y,,,,N,,,,,N,90.0,30.0,0.1,Y,,,,,,N, ,N, 
74,55910,Lanai Sustainability Research LLC,Lanai Solar-Electric Plant,HI,Hawaii,Maui,0010,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2008,2008-12-01,N/A,N/A,,Y,,,,N,,,,,N,90.0,30.0,0.1,Y,,,,,,N, ,N, 
75,55910,Lanai Sustainability Research LLC,Lanai Solar-Electric Plant,HI,Hawaii,Maui,0011,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2008,2008-12-01,N/A,N/A,,Y,,,,N,,,,,N,90.0,30.0,0.1,Y,,,,,,N, ,N, 
76,55910,Lanai Sustainability Research LLC,Lanai Solar-Electric Plant,HI,Hawaii,Maui,0012,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2008,2008-12-01,N/A,N/A,,Y,,,,N,,,,,N,90.0,30.0,0.1,Y,,,,,,N, ,N, 
77,55961,CalRenew-1 LLC,CalRenew-1,CA,California,Fresno,CR1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,4,2010,2010-04-01,N/A,N/A,,,,Y,,,,,,,,198.0,20.0,6.3,Y,,,,,,N, ,N, 
78,56023,Arizona Solar One LLC,Solana Generating Station,AZ,Arizona,Maricopa,GEN 1,OP,Solar Thermal with Energy Storage,CP,IPP Non-CHP,2,140.0,10,2013,2013-10-01,N/A,N/A,,Y,,,,,Y,,,,, , , ,,,,,,,N, ,N, 
79,56023,Arizona Solar One LLC,Solana Generating Station,AZ,Arizona,Maricopa,GEN2,OP,Solar Thermal with Energy Storage,CP,IPP Non-CHP,2,140.0,10,2013,2013-10-01,N/A,N/A,,Y,,,,,Y,,,,, , , ,,,,,,,N, ,N, 
80,56028,MMA Fresno Power LP,CSU Fresno Solar Project,CA,California,Fresno,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,12,2007,2007-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,30.0,0.6,Y,,,,,,Y,0.5,N, 
81,56028,MMA Fresno Power LP,CSU Fresno Solar Project,CA,California,Fresno,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,12,2007,2007-12-01,N/A,N/A,,,,Y,,,,,,,,180.0,2.0,0.6,Y,,,,,,Y,0.5,N, 
82,56027,MMA LA Power LP,ELACC Photovoltaic Power Facility,CA,California,Los Angeles,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,5,2008,2008-05-01,N/A,N/A,,,,Y,,,,,,,,180.0,2.0,0.6,Y,,,,,,Y,0.5,N, 
83,56027,MMA LA Power LP,ELACC Photovoltaic Power Facility,CA,California,Los Angeles,PV2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,5,2008,2008-05-01,N/A,N/A,,,,Y,,,,,,,,180.0,2.0,0.6,Y,,,,,,Y,0.5,N, 
84,56026,MMA DAS Power,Denver Int Airport,CO,Colorado,Denver,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,9,2008,2008-09-01,N/A,N/A,,Y,,,,,,,,,,90.0, ,2.0,Y,,,,,,Y,1.8,N, 
85,56105,MMA WBF Power LP,Bolthouse S&P and Rowen Farms Solar,CA,California,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.3,11,2008,2008-11-01,N/A,N/A,,Y,,,,,,,,,,180.0,15.0,0.6,Y,,,,,,Y,0.3,N, 
86,56105,MMA WBF Power LP,Bolthouse S&P and Rowen Farms Solar,CA,California,Los Angeles,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.3,11,2008,2008-11-01,N/A,N/A,,Y,,,,,,,,,,180.0,15.0,0.4,Y,,,,,,Y,0.3,N, 
87,56105,MMA WBF Power LP,Bolthouse S&P and Rowen Farms Solar,CA,California,Los Angeles,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.3,11,2008,2008-11-01,N/A,N/A,,Y,,,,,,,,,,180.0,15.0,0.4,Y,,,,,,Y,0.3,N, 
88,56105,MMA WBF Power LP,Bolthouse S&P and Rowen Farms Solar,CA,California,Los Angeles,4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.3,11,2008,2008-11-01,N/A,N/A,,Y,,,,,,,,,,180.0,15.0,0.4,Y,,,,,,Y,0.3,N, 
89,57170,"EDF Renewable Asset Holdings, Inc.",Sacramento Soleil LLC,CA,California,Sacramento,TBD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,8,2008,2008-08-01,N/A,N/A,,,,Y,,,,,,,,205.0,45.0,1.3,,Y,,,,,N, ,N, 
90,59100,"Sunlight General Solar Fund II, LLC",Hall's Warehouse Solar Project,NJ,New Jersey,Middlesex,TBD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.6,2,2009,2009-02-01,N/A,N/A,,,,Y,,,,,,,,192.0,5.0,1.8,,Y,,,,,Y,1.8,N, 
91,57249,EPP Renewable Energy,Pennsauken Solar,NJ,New Jersey,Camden,GEN 1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.2,6,2006,2006-06-01,N/A,N/A,,,,Y,,,,,,,,195.0,25.0,0.3,Y,,,,,,N, ,N, 
92,57249,EPP Renewable Energy,Pennsauken Solar,NJ,New Jersey,Camden,GEN 2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.2,6,2006,2006-06-01,N/A,N/A,,,,Y,,,,,,,,195.0,25.0,0.3,Y,,,,,,N, ,N, 
93,57249,EPP Renewable Energy,Pennsauken Solar,NJ,New Jersey,Camden,GEN 3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2007,2007-12-01,N/A,N/A,,,,Y,,,,,,,,195.0,25.0,0.2,Y,,,,,,N, ,N, 
94,57249,EPP Renewable Energy,Pennsauken Solar,NJ,New Jersey,Camden,GEN 4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.2,12,2007,2007-12-01,N/A,N/A,,,,Y,,,,,,,,195.0,25.0,0.3,Y,,,,,,N, ,N, 
95,57249,EPP Renewable Energy,Pennsauken Solar,NJ,New Jersey,Camden,GEN 5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,12,2007,2007-12-01,N/A,N/A,,,,Y,,,,,,,,195.0,25.0,0.2,Y,,,,,,N, ,N, 
96,57249,EPP Renewable Energy,Pennsauken Solar,NJ,New Jersey,Camden,GEN 6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.2,12,2007,2007-12-01,N/A,N/A,,,,Y,,,,,,,,195.0,25.0,0.3,Y,,,,,,N, ,N, 
